name,successor,start,end,region
Гин,Франция,928,1350,ЗЕ
Лузиньян,Аквитания,929,1303,ЗЕ
Галисия,Кастилия,929,1072,ЗЕ
Вольтерра,Флоренция,929,1472,ЗЕ
Анжу,Франция,929,1480,ЗЕ
Альтдорф,Бавария,930,1180,ЗЕ
Уфгау,Баден,930,1115,ЗЕ
Кардона,Испания,930,1564,ЗЕ
Лооз (Лоон),Льеж,930,1367,ЗЕ
Пиза,Флоренция,930,1509,ЗЕ
Блуа,Франция,930,1391,ЗЕ
Бове,Франция,930,1627,ЗЕ
Шательро,Франция,930,1212,ЗЕ
Вунсторф,Гильдесгейм,933,1446,ЗЕ
Верчелли,Савойя,933,1427,ЗЕ
Кведлинбург,Пруссия,936,1802,ЗЕ
Дания,,936,2025,ЗЕ
Нордгау,Бавария,938,1255,ЗЕ
Сабина,Папская область,939,1113,ЗЕ
Юлих,Берг,940,1428,ЗЕ
Теано,Неаполь,940,1052,ЗЕ
Веймар,Орламюнде,940,1962,ЗЕ
Мантуя,Тоскана,940,975,ЗЕ
Сален,Бургундия,941,1224,ЗЕ
Дренте,Утрехт,943,1046,ЗЕ
Жерона (Жирона),Арагон,944,1372,ЗЕ
Санкт-Блазиен,Баден,945,1805,ЗЕ
Хафельберг,Бранденбург,946,1598,ЗЕ
Аквино,Сицилия,946,1137,ЗЕ
Корбей,Франция,946,1132,ЗЕ
Триест,Австрия,948,1382,ЗЕ
Любек,Ольденбург,948,1803,ЗЕ
Бранденбург,Бранденбург,949,1569,ЗЕ
Майне,Англия,950,1611,ЗЕ
Ломан,Арманьяк,950,1325,ЗЕ
Брейтенегг,Бавария,950,1792,ЗЕ
Хам,Бавария,950,1099,ЗЕ
Габардан (Габарре),Беарн,950,1313,ЗЕ
Монтанер,Беарн,950,1085,ЗЕ
Динан,Бретань,950,1252,ЗЕ
Ларино (Benevent),Гаэта,950,1048,ЗЕ
Франкенштейн,Гессен-Дармштадт,950,1662,ЗЕ
Гемен,Зальм-Кирбург,950,1806,ЗЕ
Шини,Лооз,950,1228,ЗЕ
Борнхольм,Любек,950,1520,ЗЕ
Арлон,Люксембург,950,1214,ЗЕ
Веттин,Магдебург,950,1290,ЗЕ
Кверфурт,Пруссия,950,1506,ЗЕ
Шабле,Савойя,950,1128,ЗЕ
Алансон,Франция,950,1584,ЗЕ
Байё,Франция,950,1232,ЗЕ
Бриенн,Франция,950,1608,ЗЕ
Буйон (Бульон),Франция,950,1794,ЗЕ
Дрё,Франция,950,1355,ЗЕ
Порсьен,Франция,950,1395,ЗЕ
Рейнфельден,Швабия,950,1079,ЗЕ
Дортмунд,город Дортмунд,950,1504,ЗЕ
Шпонгейм,,950,1227,ЗЕ
Пустерталь,Бриксен,951,1102,ЗЕ
Луни,Генуя,951,1097,ЗЕ
Дюнуа,Блуа,954,1382,ЗЕ
Себорга,Сардиния,954,1729,ЗЕ
Маг Луирг (Мойлург),Англия,956,1585,ЗЕ
Разе,Каркассон,957,1067,ЗЕ
Валансьен,Эно,957,988,ЗЕ
Монморанси,Франция,958,1632,ЗЕ
Лотарингия Верхняя,Франция,959,1766,ЗЕ
Лотарингия Нижняя,,959,1222,ЗЕ
Нижняя Лотарингия,,959,1106,ЗЕ
Уи Диармата,Англия,960,1574,ЗЕ
Марш,Ангулем,960,1178,ЗЕ
Гернроде,Анхальт-Бернбург,960,1610,ЗЕ
Мирамонт,Беарн,960,1136,ЗЕ
Олорон,Беарн,960,1060,ЗЕ
Беллей,Бургундия,960,1046,ЗЕ
Божё,Бургундия,960,1380,ЗЕ
Тоннер,Бургундия,960,1333,ЗЕ
Вагров союз,Саксония,960,1150,ЗЕ
Санкт-Максимин,Трир,960,1570,ЗЕ
Арманьяк,Франция,960,1525,ЗЕ
Бюрресхейм,Франция,960,1796,ЗЕ
Монпелье,Франция,960,1349,ЗЕ
Фрейденберг,Франция,962,1801,ЗЕ
Священная Римская империя,,962,1806,ЗЕ
Каррара,Масса-Каррара,963,1473,ЗЕ
Люксембург,,963,2025,ЗЕ
Мерзебург,Мейсенская марка,965,985,ЗЕ
Феррара,Папская область,965,1597,ЗЕ
Мейсенская марка,Саксония,965,1423,ЗЕ
Цейц,Саксония,965,1564,ЗЕ
Мелан,Франция,965,1203,ЗЕ
Айнзидельн,Швейцария,965,1798,ЗЕ
Лужицкая марка (Лаузиц),,965,1123,ЗЕ
Пфальц (Палатинат),Бавария,966,1777,ЗЕ
Изенбург,,966,1673,ЗЕ
Саксония,,966,1130,ЗЕ
Финале,Испания,967,1598,ЗЕ
Эльтен,Пруссия,967,1802,ЗЕ
Акви,Савойя,967,1427,ЗЕ
Мерзебург,Бранденбург,968,1565,ЗЕ
Северная марка (Нордмарк),Бранденбург,968,1157,ЗЕ
Мейсен,Саксония,968,1559,ЗЕ
Венессен,Франция,968,1791,ЗЕ
Магдебург,герцогство Магдебург,968,1680,ЗЕ
Суассон,Франция,969,1482,ЗЕ
Гипускоа,Алава,970,1155,ЗЕ
Зульцбах,Бавария,970,1167,ЗЕ
Зютфен,Гелдерн,970,1138,ЗЕ
Вигера,Кастилия,970,1030,ЗЕ
Арнсберг,Кёльн,970,1368,ЗЕ
Герардеска,Лукка,970,1144,ЗЕ
Мальберг,Люксембург,970,1378,ЗЕ
Павия,Милан,970,1359,ЗЕ
Бо,Прованс,970,1426,ЗЕ
Суза,Савойя,970,1078,ЗЕ
Аоста,Сардиния,970,1766,ЗЕ
Гатине,Франция,970,1068,ЗЕ
Комменж,Франция,970,1607,ЗЕ
Каппенберг,Швабия,970,1124,ЗЕ
Швеция,,970,2025,ЗЕ
Лоди,Милан,971,1416,ЗЕ
Торн,Франция,972,1795,ЗЕ
Фужер,Франция,972,1314,ЗЕ
Габсбург,Австрия,973,1291,ЗЕ
Грез,Брабант,974,1100,ЗЕ
Дюра,Льеж,974,1147,ЗЕ
Ретель,Невер,974,1325,ЗЕ
Антверпен,Нижняя Лотарингия,974,1106,ЗЕ
Барби,,974,1212,ЗЕ
Мемлебен,Саксония,975,1548,ЗЕ
Каринтия,Австрия,976,1358,ЗЕ
Эйленбург,Мейсен,976,1017,ЗЕ
Лувен,Брабант,977,1198,ЗЕ
Верль,Кёльн,978,1102,ЗЕ
Кирхберг (с 1514 Фуггер),Бавария,980,1806,ЗЕ
Клеттгау,Баден,980,1806,ЗЕ
Муссон,Бар,980,1149,ЗЕ
Раппольтштейн (Рибопьер),Бургундия,980,1451,ЗЕ
Орламюнде,Веймар,980,1062,ЗЕ
Регенсберг,Кибург,980,1302,ЗЕ
Комо,Милан,980,1416,ЗЕ
Антиб,Монако,980,1486,ЗЕ
Йомсборг,Норвегия,980,1043,ЗЕ
Болонья,Папская область,980,1512,ЗЕ
Нортгейм,Пфальц,980,1165,ЗЕ
Уи Кайрпре,Томонд,980,1050,ЗЕ
Мелён,Франция,980,1415,ЗЕ
Ольне,Франция,980,1470,ЗЕ
Рошешуар,Франция,980,1472,ЗЕ
Веринген,Цоллерн,980,1415,ЗЕ
Бар-сюр-Сен,Шампань,980,1220,ЗЕ
Монс (Берген),Эно,980,1071,ЗЕ
Регенсбург,Бавария,983,1185,ЗЕ
Петерсхаузен,Баден,983,1802,ЗЕ
Фермо,Папская область,983,1520,ЗЕ
Эгисхайм,Зундгау,984,1234,ЗЕ
Абенсберг,Бавария,990,1325,ЗЕ
Формбах,Бавария,990,1158,ЗЕ
Марсан,Бигорр,990,1136,ЗЕ
Монфор-л’Амори,Бретань,990,1345,ЗЕ
Пороэт,Бретань,990,1200,ЗЕ
Боне,Бургундия,990,1000,ЗЕ
Валькур,Бургундия,990,1363,ЗЕ
Монбельяр (Мюмпельгард),Вюртемберг,990,1723,ЗЕ
Савона,Генуя,990,1251,ЗЕ
Шваленберг,Липпе,990,1365,ЗЕ
Авиньон,Прованс,990,1063,ЗЕ
Дакс,Франция,990,1177,ЗЕ
Жуанвиль,Франция,990,1417,ЗЕ
Мейлан,Франция,990,1203,ЗЕ
Нуайон,Франция,990,1559,ЗЕ
Шарантон,Франция,990,1306,ЗЕ
Бар-сюр-Об,Шампань,990,1076,ЗЕ
Рейнель,Шампань,990,1235,ЗЕ
Ротенбург-Комбург,Штауфен,990,1126,ЗЕ
Брауншвейг,,990,1267,ЗЕ
Зельц,Пфальц,991,1481,ЗЕ
Бретань,Франция,992,1536,ЗЕ
Ар (Аhr),,992,1444,ЗЕ
Эсте,Падуя,996,1275,ЗЕ
Мортен,Франция,996,1449,ЗЕ
Э,Франция,996,1350,ЗЕ
Эврё,Франция,996,1404,ЗЕ
Гельмарсхаузен,Гессен,997,1538,ЗЕ
Буртшейд,Франция,997,1802,ЗЕ
Корреджо,Модена,1000,1635,ЗЕ
Дюрен,Юлих,1000,1241,ЗЕ
Нидермюнстер,Бавария,1002,1803,ЗЕ
Амбуаз,Франция,1005,1483,ЗЕ
Бамберг,Бавария,1007,1802,ЗЕ
Генгенбах,Баден,1007,1803,ЗЕ
Камбре,Испания,1007,1595,ЗЕ
Гундельфинген,Фюрстенберг,1008,1647,ЗЕ
Нидернбург,Бавария,1010,1161,ЗЕ
Рейсс старшей линии (Рейсс-Грейц),Германия,1010,1918,ЗЕ
Шиме,Испанские Нидернланды,1010,1640,ЗЕ
Альбре (Лабри),Франция,1010,1589,ЗЕ
Бретей,Франция,1010,1434,ЗЕ
Даммартен,Франция,1010,1554,ЗЕ
Дьесс (Diesse),Франция,1010,1798,ЗЕ
Клермон,Франция,1010,1527,ЗЕ
Комборн,Франция,1010,1513,ЗЕ
Пардиак,Франция,1010,1477,ЗЕ
Крайна (Карниола),Австрия,1011,1490,ЗЕ
Пальярс-Субира (Верхний Пальярс),Арагон,1011,1088,ЗЕ
Пальярс-Хусса (Нижний Пальярс),Арагон,1011,1192,ЗЕ
Аркос,Севилья,1011,1068,ЗЕ
Зеландия,Бургундия,1012,1432,ЗЕ
Альбаррасин,Севилья,1012,1104,ЗЕ
Уэльва,Севилья,1012,1051,ЗЕ
Фуа,Франция,1012,1512,ЗЕ
Морон,Севилья,1013,1066,ЗЕ
Боббио,Савойя,1014,1743,ЗЕ
Гвинллуг,Англия,1015,1277,ЗЕ
Ронда,Севилья,1015,1059,ЗЕ
Монлери,Франция,1015,1104,ЗЕ
Валенсия,Арагон,1016,1272,ЗЕ
Малага,Хаммадиды,1016,1058,ЗЕ
Кауфунген,Гессен,1017,1527,ЗЕ
Дения,Сарагоса,1017,1076,ЗЕ
Альмерия,Альморавиды,1018,1087,ЗЕ
Гранада,Испания,1018,1492,ЗЕ
Форкалькье,Прованс,1019,1242,ЗЕ
Зальм,,1019,1165,ЗЕ
Гёсс,Австрия,1020,1782,ЗЕ
Гайленга,Англия,1020,1180,ЗЕ
Луйгне,Англия,1020,1180,ЗЕ
Уи Кадла,Англия,1020,1180,ЗЕ
Уи Фиахрах Айдне,Англия,1020,1180,ЗЕ
Уи Эадайн,Англия,1020,1180,ЗЕ
Баденвейлер,Баден,1020,1503,ЗЕ
Андерлехт,Брабант,1020,1170,ЗЕ
Клеве,Бранденбург,1020,1614,ЗЕ
Оденкирхен,Кёльн,1020,1139,ЗЕ
Аржанто,Льеж,1020,1409,ЗЕ
Оччимьяно,Монферрато,1020,1269,ЗЕ
Сорренто,Сицилия,1020,1109,ЗЕ
Тирштейн,Тек,1020,1437,ЗЕ
Ахальм,Урах,1020,1098,ЗЕ
Андюз,Франция,1020,1420,ЗЕ
Жуаньи,Франция,1020,1528,ЗЕ
Лаваль,Франция,1020,1791,ЗЕ
Саарбрюкен,Франция,1020,1797,ЗЕ
Шартр,Франция,1020,1286,ЗЕ
Иссельстейн,Эгмонт,1020,1795,ЗЕ
Лен,Эно,1020,1360,ЗЕ
Вентимилья,,1020,1328,ЗЕ
Майорка,Альморавиды,1022,1197,ЗЕ
Мурвьедро,Валенсия,1022,1098,ЗЕ
Ариано,Сицилия,1022,1059,ЗЕ
Вьенн,Франция,1023,1449,ЗЕ
Обермюнстер,Бавария,1024,1810,ЗЕ
Фризская марка,Голландия,1024,1101,ЗЕ
Бресс,Франция,1025,1268,ЗЕ
Перш,Франция,1025,1226,ЗЕ
Брессаноне,Австрия,1027,1803,ЗЕ
Кибург (с 1274 Нойкибург),Австрия,1027,1452,ЗЕ
Тренто (Триент),Австрия,1027,1803,ЗЕ
Альпуэнте,Альморавиды,1027,1093,ЗЕ
Мури,Гельветическая республика,1027,1798,ЗЕ
Савойя,Сардиния,1027,1720,ЗЕ
Васто,Чеве,1027,1190,ЗЕ
Наумбург-Цейц,Саксония,1029,1565,ЗЕ
Уи Файлге (Оффали),Англия,1030,1540,ЗЕ
Кастельно,Арагон,1030,1233,ЗЕ
Паппенгейм,Бавария,1030,1807,ЗЕ
Донзи,Невер,1030,1280,ЗЕ
Фаэнца,Папская область,1030,1501,ЗЕ
Ницца,Прованс,1030,1228,ЗЕ
Котантен,Франция,1030,1232,ЗЕ
Куртене,Франция,1030,1303,ЗЕ
Урах,Церинген,1030,1218,ЗЕ
Сен-Поль,Франция,1031,1705,ЗЕ
Форе,Бургундия,1032,1417,ЗЕ
Гренобль,Франция,1032,1791,ЗЕ
Гелдерн,Испанские Нидернланды,1033,1543,ЗЕ
Божанси,Франция,1033,1292,ЗЕ
Нойенбург (Нёвшатель),Пруссия,1034,1707,ЗЕ
Брена,Саксен-Виттенберг,1034,1290,ЗЕ
Пентьевр,Франция,1034,1564,ЗЕ
Альхесирас,Альморавиды,1035,1086,ЗЕ
Ферманаг,Англия,1036,1625,ЗЕ
Толедо,Кастилия,1036,1085,ЗЕ
Донегол,Тирон,1036,1185,ЗЕ
Геннеберг,,1037,1245,ЗЕ
Аверса,Капуя,1038,1078,ЗЕ
Тортоса,Сарагоса,1038,1061,ЗЕ
Гави,Генуя,1040,1295,ЗЕ
Тонна,Глейхен,1040,1230,ЗЕ
Бискайя,Кастилия,1040,1379,ЗЕ
Монферрато,Мантуя,1040,1533,ЗЕ
Монтегю,Намюр,1040,1193,ЗЕ
Руинен,Нидерланды,1040,1766,ЗЕ
Краон,Франция,1040,1473,ЗЕ
Тарашп,Швейцария,1040,1803,ЗЕ
Дунбар,Шотландия,1040,1435,ЗЕ
Апулия,Сицилия,1042,1127,ЗЕ
Диц,Нассау-Дилленбург,1044,1530,ЗЕ
Шенис,Швейцария,1045,1811,ЗЕ
Авранш,Франция,1047,1232,ЗЕ
Брно (Брюн),Чехия,1048,1173,ЗЕ
Аллерхейлиген,Шаффхаузен,1049,1529,ЗЕ
Руног-Гуи,Англия,1050,1234,ЗЕ
Уи Байрхе,Англия,1050,1556,ЗЕ
Уи Энехглас,Англия,1050,1180,ЗЕ
Матаплана,Арагон,1050,1328,ЗЕ
Авен,Артуа,1050,1295,ЗЕ
Боген,Бавария,1050,1242,ЗЕ
Вассербург,Бавария,1050,1249,ЗЕ
Диссен,Бавария,1050,1326,ЗЕ
Лехсгемюнд,Бавария,1050,1324,ЗЕ
Моосбург,Бавария,1050,1255,ЗЕ
Тенглинг,Бавария,1050,1168,ЗЕ
Хальс,Бавария,1050,1517,ЗЕ
Шейерн,Бавария,1050,1123,ЗЕ
Грансон,Берн,1050,1450,ЗЕ
Арсхот,Брабант,1050,1361,ЗЕ
Гальденслебен,Бранденбург,1050,1174,ЗЕ
Хейнсберг,Бургундия,1050,1438,ЗЕ
Доллендорф,Вирнбург,1050,1358,ЗЕ
Терринг,Вюртемберг,1050,1806,ЗЕ
Тюбинген,Вюртемберг,1050,1342,ЗЕ
Куйк,Гелдерн,1050,1400,ЗЕ
Гранж,Зиттен,1050,1200,ЗЕ
Алес,Мельгею,1050,1170,ЗЕ
Эренфельс,Пфальц-Нойбург,1050,1568,ЗЕ
Минерв,Тулуза,1050,1215,ЗЕ
Гранпре,Франция,1050,1733,ЗЕ
Дик,Франция,1050,1801,ЗЕ
Ивето,Франция,1050,1789,ЗЕ
Сен-Поль,Франция,1050,1371,ЗЕ
Грюйер,Швейцария,1050,1554,ЗЕ
Энцберг,Шпейер,1050,1104,ЗЕ
Бентгейм,,1050,1277,ЗЕ
Вальдбург,,1050,1424,ЗЕ
Зульц,,1050,1572,ЗЕ
Мансфельд,,1051,1501,ЗЕ
Бас,Арагон,1052,1247,ЗЕ
Сорси,Лотарингия,1052,1165,ЗЕ
Вайнгартен,Вюртемберг,1053,1806,ЗЕ
Лорителло,Сицилия,1053,1182,ЗЕ
Молизе,Сицилия,1053,1249,ЗЕ
Кастель,,1054,1546,ЗЕ
Штирия,Австрия,1056,1619,ЗЕ
Альст,Фландрия,1056,1165,ЗЕ
Острова (Гебридские острова),Шотландия,1058,1493,ЗЕ
Куси,Франция,1059,1400,ЗЕ
Уи Мейт,Англия,1060,1177,ЗЕ
Уи Туйртре,Англия,1060,1177,ЗЕ
Уи Эхах Коба,Англия,1060,1177,ЗЕ
Роде,Брабант,1060,1231,ЗЕ
Батенбург,Гелдерн,1060,1664,ЗЕ
Гальденштейн,Гельветическая республика,1060,1798,ЗЕ
Ольтинген,Кибург,1060,1231,ЗЕ
Кёльн,Кёльн,1060,1281,ЗЕ
Гемерт,Нидерланды,1060,1795,ЗЕ
Саффенберг,Нойенар,1060,1446,ЗЕ
Форли,Папская область,1060,1504,ЗЕ
Фано,Пезаро,1060,1421,ЗЕ
Андрия,Сицилия,1060,1487,ЗЕ
Конверсано,Сицилия,1060,1239,ЗЕ
Лечче,Сицилия,1060,1368,ЗЕ
Гогенцоллерн,,1060,1576,ЗЕ
Мурсия,Арагон,1062,1270,ЗЕ
Цигенхайн,Гессен,1062,1450,ЗЕ
Веймар-Орламюнде,Мейсенская марка,1062,1365,ЗЕ
Анкона,Римини,1063,1348,ЗЕ
Михаэльсберг,Бавария,1064,1803,ЗЕ
Лимбург,Брабант,1064,1288,ЗЕ
Хирсау,Вюртемберг,1065,1560,ЗЕ
Нортумберленд,Англия,1066,1157,ЗЕ
Нортхэмптон,Англия,1066,1184,ЗЕ
Херефорд,Англия,1067,1373,ЗЕ
Корнуолл,Англия,1068,1300,ЗЕ
Омаль,Франция,1069,1595,ЗЕ
Уи Фиахрах Арда,Англия,1070,1205,ЗЕ
Честер,Англия,1070,1301,ЗЕ
Вален,Брабант,1070,1533,ЗЕ
Жош,Брабант,1070,1385,ЗЕ
Орбе,Брабант,1070,1233,ЗЕ
Вианден,Бургундия,1070,1442,ЗЕ
Кессених,Бургундия,1070,1448,ЗЕ
Марбе,Бургундия,1070,1449,ЗЕ
Гаммертинген,Вюртемберг,1070,1172,ЗЕ
Дассель,Гальберштадт,1070,1259,ЗЕ
Маласпина,Генуя,1070,1260,ЗЕ
Горн,Испанские Нидернланды,1070,1568,ЗЕ
Пфаннберг,Каринтия,1070,1362,ЗЕ
Фалькенбург,Клеве,1070,1378,ЗЕ
Гохштаден,Кёльн,1070,1261,ЗЕ
Кессель,Кёльн,1070,1304,ЗЕ
Римини,Папская область,1070,1528,ЗЕ
Чезена,Папская область,1070,1528,ЗЕ
Бьяндрате,Савойя,1070,1331,ЗЕ
Лауфен,Трир,1070,1212,ЗЕ
Люксей,Франция,1070,1678,ЗЕ
Ремиремонт,Франция,1070,1790,ЗЕ
Энгиен,Франция,1070,1487,ЗЕ
Вирнебург,Шлейден,1070,1600,ЗЕ
Дарем,Англия,1071,1535,ЗЕ
Заальфельд,Саксония,1071,1526,ЗЕ
Гурк,Австрия,1072,1803,ЗЕ
Суррей,Англия,1072,1347,ЗЕ
Штейн,Зальм,1072,1499,ЗЕ
Сицилия,Испания,1072,1501,ЗЕ
Кальвелаге,Равенсберг,1072,1170,ЗЕ
Бильштейн,Гессен,1073,1301,ЗЕ
Нюрнберг,Нюрнберг,1073,1427,ЗЕ
Водемон,Франция,1073,1723,ЗЕ
Баден,Германия,1074,1918,ЗЕ
Хохштаден,Кёльн,1074,1265,ЗЕ
Вормс,Франция,1074,1789,ЗЕ
Арвистли,Англия,1075,1261,ЗЕ
Даун,,1075,1518,ЗЕ
Оберштейн,,1075,1364,ЗЕ
Эттинген,,1075,1423,ЗЕ
Орб-Эшаллен,Швейцария,1076,1475,ЗЕ
Зигмаринген,Гогенцоллерн,1077,1497,ЗЕ
Берг,Пруссия,1077,1813,ЗЕ
Финшгау,Тироль,1077,1140,ЗЕ
Кальв,Тюбинген,1077,1282,ЗЕ
Ортенбург,Бавария,1078,1805,ЗЕ
Комбург,Вюртемберг,1078,1802,ЗЕ
Гёрц (Гориция),Австрия,1080,1500,ЗЕ
Рокаберти,Арагон,1080,1403,ЗЕ
Бургхаузен,Бавария,1080,1168,ЗЕ
Дахау,Бавария,1080,1185,ЗЕ
Дист,Бургундия,1080,1472,ЗЕ
Шлезвиг,Дания,1080,1375,ЗЕ
Бреда,Испанские Нидернланды,1080,1567,ЗЕ
Далем,Лимбург,1080,1244,ЗЕ
Циммерн,Ротвейль и Гельфенштейн,1080,1594,ЗЕ
Герольдсек,Саарбрюкен,1080,1629,ЗЕ
Коссоне,Савойя,1080,1395,ЗЕ
Шаффхаузен,Швейцария,1080,1529,ЗЕ
Бейхлинген,,1080,1275,ЗЕ
Альбек,Ульм,1081,1383,ЗЕ
Марсель,Прованс,1085,1234,ЗЕ
Гейнсберг,Юлих,1085,1479,ЗЕ
Вьенне,Франция,1087,1225,ЗЕ
Тарент,Неаполь,1088,1476,ЗЕ
Уорик,Англия,1089,1478,ЗЕ
Вайсенау,Вюртемберг,1089,1803,ЗЕ
Цвифальтен,Вюртемберг,1089,1802,ЗЕ
Нижний Эльзас,Франция,1089,1648,ЗЕ
Гогенвальдек,Бавария,1090,1734,ЗЕ
Гримберген,Брабант,1090,1225,ЗЕ
Эмрикур,Брабант,1090,1304,ЗЕ
Тразенье,Испанские Нидернланды,1090,1533,ЗЕ
Хольте,Кёльн,1090,1282,ЗЕ
Рейхенбах,Майнц,1090,1272,ЗЕ
Ольденбург,Германия,1091,1918,ЗЕ
Пембрук,Англия,1092,1245,ЗЕ
Аберфан,Англия,1093,1288,ЗЕ
Виблинген,Бавария,1093,1805,ЗЕ
Лауренбург,Нассау,1093,1197,ЗЕ
Валенсия,Арагон,1094,1102,ЗЕ
Каценеленбоген,Гессен-Марбург,1095,1479,ЗЕ
Витербо,Папская область,1095,1461,ЗЕ
Асти,Савойя,1095,1314,ЗЕ
Амальфи,Калабрия,1096,1106,ЗЕ
Санкт-Георг,Квадт,1096,1803,ЗЕ
Пегау,Саксония,1096,1559,ЗЕ
Роде ,Тулуза,1096,1319,ЗЕ
Брухзаль,Франция,1096,1796,ЗЕ
Вертгейм,,1097,1407,ЗЕ
Ареццо,Флоренция,1098,1431,ЗЕ
Рапперсвиль,Габсбург,1099,1353,ЗЕ
Таннхаузен,Бавария,1100,1806,ЗЕ
Альтенштейг,Баден,1100,1398,ЗЕ
Рёттельн,Баден-Гахберг,1100,1316,ЗЕ
Текленбург,Бентгейм,1100,1328,ЗЕ
Валкенбург,Брабант,1100,1369,ЗЕ
Эверштейн,Брауншвейг,1100,1282,ЗЕ
Тюнген,Вюрцбург,1100,1806,ЗЕ
Вьеж (Висп),Гельветическая республика,1100,1798,ЗЕ
Амстелланд,Голландия,1100,1296,ЗЕ
Ворне,Голландия,1100,1503,ЗЕ
Бутерсем,Испанские Нидернланды,1100,1588,ЗЕ
Пьомбино,Италия,1100,1859,ЗЕ
Хейсден,Клеве,1100,1330,ЗЕ
Бар,Лотарингия,1100,1508,ЗЕ
Баттенбург,Майнц,1100,1310,ЗЕ
Бланкенгейм,Мандершайд,1100,1699,ЗЕ
Урбино,Папская область,1100,1626,ЗЕ
Тоггенбург,Санкт-Галлен,1100,1468,ЗЕ
Церинген,Урах,1100,1218,ЗЕ
Берлемонт,Франция,1100,1415,ЗЕ
Фонтен,Эно,1100,1272,ЗЕ
Гарбург,Эттинген,1100,1299,ЗЕ
Глейхен,,1100,1345,ЗЕ
Вернигероде,Штольберг,1103,1429,ЗЕ
Шлейден,Мандершайд,1104,1445,ЗЕ
Лестер,Англия,1107,1399,ЗЕ
Аргау,Кёльн,1107,1246,ЗЕ
Плайн,Австрия,1108,1237,ЗЕ
Оденгейм,Баден,1108,1803,ЗЕ
Рекгейм (Рекем),Франция,1108,1795,ЗЕ
Винценбург,Саксония,1109,1160,ЗЕ
Мегелинген,Бавария,1110,1230,ЗЕ
Треффен,Каринтия,1110,1182,ЗЕ
Новара,Милан,1110,1335,ЗЕ
Мачерата,Папская область,1110,1445,ЗЕ
Шатийон,Франция,1110,1395,ЗЕ
Шаумбург,,1110,1640,ЗЕ
Шварцбург,,1110,1599,ЗЕ
Гольштейн,Гольштейн-Рендсбург,1111,1390,ЗЕ
Бланкенгейм-Шлейден,Бланкенгейм и Шлейден,1112,1149,ЗЕ
Тюрингия,,1112,1572,ЗЕ
Вельденц,Герольдсек,1113,1271,ЗЕ
Дона,Мейсенская марка,1113,1402,ЗЕ
Кирбург,Штайн,1113,1419,ЗЕ
Гельфенштейн,,1113,1627,ЗЕ
Гроссето,Флоренция,1115,1336,ЗЕ
Пистойя,Флоренция,1115,1529,ЗЕ
Шлиц,Гессен-Дармштадт,1116,1806,ЗЕ
Шмидтбург,Зальм,1116,1330,ЗЕ
Аремберг,Франция,1117,1810,ЗЕ
Лейхтенберг,Бавария,1118,1770,ЗЕ
Бари,Сицилия,1118,1139,ЗЕ
Кортона,Флоренция,1118,1411,ЗЕ
Деггендорф,Бавария,1120,1246,ЗЕ
Гауэнштейн,Баден,1120,1806,ЗЕ
Штюлинген,Баден,1120,1806,ЗЕ
Веземаль,Бургундия,1120,1464,ЗЕ
Боско,Генуя,1120,1334,ЗЕ
Дуйсбург,Клеве,1120,1290,ЗЕ
Берло,Лооз-Корсварен,1120,1395,ЗЕ
Бухегг,Нойенбург,1120,1347,ЗЕ
Гравина,Сицилия,1120,1168,ЗЕ
Эппан,Тироль,1120,1210,ЗЕ
Гомберг,Тоггенбург,1120,1303,ЗЕ
Пезаро,Урбино,1120,1512,ЗЕ
Понс,Франция,1120,1584,ЗЕ
Шампань,Франция,1120,1335,ЗЕ
Узнах,Швиц,1120,1469,ЗЕ
Глостер,Англия,1122,1347,ЗЕ
Цилли,Австрия,1123,1456,ЗЕ
Бланкенбург,Брауншвейг-Вольфенбюттель,1123,1671,ЗЕ
Девентер,Испанские Нидернланды,1123,1528,ЗЕ
Гонштейн (Гогенштейн),,1123,1289,ЗЕ
Женева,Берн,1124,1533,ЗЕ
Энгельберг,Швейцария,1124,1798,ЗЕ
Уршперг,Бавария,1125,1803,ЗЕ
Блискастель,Зальм,1125,1237,ЗЕ
Чева,Милан,1125,1401,ЗЕ
Саарверден,Саарбрюкен,1125,1527,ЗЕ
Буска,Салуццо,1125,1294,ЗЕ
Феррет,Фуггер-Пфирт,1125,1540,ЗЕ
Роггенбург,Бавария,1126,1802,ЗЕ
Вильденберг,Верденберг-Хайлигенберг,1126,1334,ЗЕ
Рот,Вюртемберг,1126,1806,ЗЕ
Ротенмюнстер,Вюртемберг,1126,1803,ЗЕ
Эдельштеттен,Линь,1126,1802,ЗЕ
Валькенрид,Брауншвейг-Вольфенбюттель,1127,1648,ЗЕ
Осон,Бургундия,1127,1237,ЗЕ
Мариенверд,Нидерланды,1127,1572,ЗЕ
Таррагона,Арагон,1128,1171,ЗЕ
Эльхинген,Бавария,1128,1803,ЗЕ
Лейнинген,Баден,1128,1806,ЗЕ
Баумбург,Зольмс,1128,1240,ЗЕ
Штейнфурт,Бентгейм,1129,1530,ЗЕ
Зольмс-Хунген,,1129,1409,ЗЕ
Липпе,,1129,1536,ЗЕ
Веттенхаузен,Бавария,1130,1803,ЗЕ
Диссен,Бавария,1130,1803,ЗЕ
Тенген (с 1275 Тенген-Фордерштадт),Баден,1130,1806,ЗЕ
Зальк,Батавская республика,1130,1795,ЗЕ
Донгельберг,Брабант,1130,1369,ЗЕ
