Meta_ID,GPH_code,GPH_name,start_year,sovereign_GPH_code,sequence_number
LEAG_1920_1,0,League of Nations,1920,,1
UNIT_1945_2,1,United Nations,1945,,2
UNIT_1816_3,2,United States of America,1816,,3
ALAS_1816_4,3,Alaska,1816,RUSS_1941_560,4
ALAS_1867_5,3,Alaska,1867,UNIT_1816_3,5
ALAS_1959_6,3,Alaska,1959,UNIT_1816_3,6
HAWA_1816_7,4,Hawaii (Sandwich Is.),1816,,7
HAWA_1898_8,4,Hawaii (Sandwich Is.),1898,UNIT_1816_3,8
HAWA_1960_9,4,Hawaii (Sandwich Is.),1960,UNIT_1816_3,9
VIRG_1816_10,5,Virgin Islands (Danish West Indies),1816,DENM_1945_616,10
VIRG_1917_11,5,Virgin Islands (Danish West Indies),1917,UNIT_1816_3,11
PUER_1816_12,6,Puerto Rico,1816,VICE_1816_1550,12
PUER_1821_13,6,Puerto Rico,1821,SPAI_1816_238,13
PUER_1898_14,6,Puerto Rico,1898,UNIT_1816_3,14
PUER_1952_15,6,Puerto Rico,1952,UNIT_1816_3,15
TEXA_1816_16,7,Texas,1816,VICE_1816_1550,16
TEXA_1821_17,7,Texas,1821,MEXI_1863_127,17
TEXA_1836_18,7,Texas,1836,,18
TEXA_1845_19,7,Texas,1845,UNIT_1816_3,19
TEXA_1861_20,7,Texas,1861,CONF_1877_1397,20
TEXA_1865_21,7,Texas,1865,UNIT_1816_3,21
GREE_1816_22,10,Greenland,1816,DENM_1945_616,22
GREE_1941_23,10,Greenland,1941,UNIT_1816_3,23
GREE_1953_24,10,Greenland,1953,DENM_1945_616,24
GREE_1979_25,10,Greenland,1979,DENM_1945_616,25
FAER_1816_26,11,Faeroe Is.,1816,DENM_1945_616,26
FAER_1940_27,11,Faeroe Is.,1940,UNIT_1816_205,27
FAER_1947_28,11,Faeroe Is.,1947,DENM_1945_616,28
CANA_1841_29,20,Canada (Province of Canada),1841,UNIT_1816_205,29
CANA_1920_30,20,Canada (Province of Canada),1920,,30
NEWF_1816_31,21,Newfoundland and Labrador (Newfoundland),1816,UNIT_1816_205,31
NEWF_1949_32,21,Newfoundland and Labrador (Newfoundland),1949,CANA_1920_30,32
BERM_1816_33,30,Bermuda,1816,UNIT_1816_205,33
BAHA_1816_34,31,Bahamas,1816,UNIT_1816_205,34
BAHA_1973_35,31,Bahamas,1973,,35
CUBA_1816_36,40,Cuba,1816,VICE_1816_1550,36
CUBA_1821_37,40,Cuba,1821,SPAI_1816_238,37
CUBA_1898_38,40,Cuba,1898,UNIT_1816_3,38
CUBA_1902_39,40,Cuba,1902,,39
CUBA_1906_40,40,Cuba,1906,UNIT_1816_3,40
CUBA_1909_41,40,Cuba,1909,,41
HAIT_1816_42,41,Haiti,1816,,42
HAIT_1859_43,41,Haiti,1859,,43
HAIT_1915_44,41,Haiti,1915,UNIT_1816_3,44
HAIT_1934_45,41,Haiti,1934,,45
DOMI_1816_46,42,Dominican Republic (Santo Domingo),1816,VICE_1816_1550,46
DOMI_1822_47,42,Dominican Republic (Santo Domingo),1822,HAIT_1934_45,47
DOMI_1844_48,42,Dominican Republic (Santo Domingo),1844,,48
DOMI_1861_49,42,Dominican Republic (Santo Domingo),1861,SPAI_1816_238,49
DOMI_1865_50,42,Dominican Republic (Santo Domingo),1865,,50
DOMI_1916_51,42,Dominican Republic (Santo Domingo),1916,UNIT_1816_3,51
DOMI_1924_52,42,Dominican Republic (Santo Domingo),1924,,52
DOMI_1965_53,42,Dominican Republic (Santo Domingo),1965,UNIT_1816_3,53
WEST_1958_54,50,West Indies Federation,1958,UNIT_1816_205,54
JAMA_1816_55,51,Jamaica,1816,UNIT_1816_205,55
JAMA_1958_56,51,Jamaica,1958,WEST_1958_54,56
JAMA_1962_57,51,Jamaica,1962,,57
TRIN_1889_58,52,Trinidad and Tobago,1889,UNIT_1816_205,58
TRIN_1958_59,52,Trinidad and Tobago,1958,WEST_1958_54,59
TRIN_1962_60,52,Trinidad and Tobago,1962,,60
BARB_1816_61,53,Barbados,1816,UNIT_1816_205,61
BARB_1833_62,53,Barbados,1833,WIND_1833_1514,62
BARB_1885_63,53,Barbados,1885,UNIT_1816_205,63
BARB_1958_64,53,Barbados,1958,WEST_1958_54,64
BARB_1962_65,53,Barbados,1962,UNIT_1816_205,65
BARB_1966_66,53,Barbados,1966,,66
DOMI_1816_67,54,Dominica,1816,UNIT_1816_205,67
DOMI_1871_68,54,Dominica,1871,LEEW_1833_1529,68
DOMI_1940_69,54,Dominica,1940,WIND_1833_1514,69
DOMI_1958_70,54,Dominica,1958,WEST_1958_54,70
DOMI_1962_71,54,Dominica,1962,UNIT_1816_205,71
DOMI_1967_72,54,Dominica,1967,UNIT_1816_205,72
DOMI_1978_73,54,Dominica,1978,,73
GREN_1816_74,55,Grenada,1816,UNIT_1816_205,74
GREN_1833_75,55,Grenada,1833,WIND_1833_1514,75
GREN_1958_76,55,Grenada,1958,WEST_1958_54,76
GREN_1962_77,55,Grenada,1962,UNIT_1816_205,77
GREN_1967_78,55,Grenada,1967,UNIT_1816_205,78
GREN_1983_79,55,Grenada,1983,UNIT_1816_3,79
GREN_1974_80,55,Grenada,1974,,80
STLU_1816_81,56,St. Lucia,1816,UNIT_1816_205,81
STLU_1833_82,56,St. Lucia,1833,WIND_1833_1514,82
STLU_1958_83,56,St. Lucia,1958,WEST_1958_54,83
STLU_1962_84,56,St. Lucia,1962,UNIT_1816_205,84
STLU_1967_85,56,St. Lucia,1967,UNIT_1816_205,85
STLU_1979_86,56,St. Lucia,1979,,86
STVI_1816_87,57,St. Vincent and the Grenadines,1816,UNIT_1816_205,87
STVI_1833_88,57,St. Vincent and the Grenadines,1833,WIND_1833_1514,88
STVI_1958_89,57,St. Vincent and the Grenadines,1958,WEST_1958_54,89
STVI_1962_90,57,St. Vincent and the Grenadines,1962,UNIT_1816_205,90
STVI_1969_91,57,St. Vincent and the Grenadines,1969,UNIT_1816_205,91
STVI_1979_92,57,St. Vincent and the Grenadines,1979,,92
ANTI_1816_93,58,Antigua and Barbuda (Antigua),1816,UNIT_1816_205,93
ANTI_1833_94,58,Antigua and Barbuda (Antigua),1833,LEEW_1833_1529,94
ANTI_1956_95,58,Antigua and Barbuda (Antigua),1956,UNIT_1816_205,95
ANTI_1958_96,58,Antigua and Barbuda (Antigua),1958,WEST_1958_54,96
ANTI_1962_97,58,Antigua and Barbuda (Antigua),1962,UNIT_1816_205,97
ANTI_1967_98,58,Antigua and Barbuda (Antigua),1967,UNIT_1816_205,98
ANTI_1981_99,58,Antigua and Barbuda (Antigua),1981,,99
MONT_1816_100,59,Montserrat,1816,UNIT_1816_205,100
MONT_1833_101,59,Montserrat,1833,LEEW_1833_1529,101
MONT_1956_102,59,Montserrat,1956,UNIT_1816_205,102
MONT_1958_103,59,Montserrat,1958,WEST_1958_54,103
MONT_1962_104,59,Montserrat,1962,UNIT_1816_205,104
STKI_1882_105,60,St. Kitts-Nevis,1882,LEEW_1833_1529,105
STKI_1956_106,60,St. Kitts-Nevis,1956,UNIT_1816_205,106
STKI_1958_107,60,St. Kitts-Nevis,1958,WEST_1958_54,107
STKI_1962_108,60,St. Kitts-Nevis,1962,UNIT_1816_205,108
STKI_1967_109,60,St. Kitts-Nevis,1967,UNIT_1816_205,109
STKI_1983_110,60,St. Kitts-Nevis,1983,,110
GUAD_1816_111,65,Guadeloupe,1816,UNIT_1816_205,111
GUAD_1816_112,65,Guadeloupe,1816,FRAN_1944_227,112
GUAD_1947_113,65,Guadeloupe,1947,FRAN_1944_227,113
MART_1816_114,66,Martinique,1816,FRAN_1944_227,114
MART_1947_115,66,Martinique,1947,FRAN_1944_227,115
NETH_1828_116,68,Netherlands Antilles,1828,NETH_1945_210,116
NETH_1954_117,68,Netherlands Antilles,1954,NETH_1945_210,117
NETH_2010_118,68,Netherlands Antilles,2010,CURA_2010_1536,118
NETH_2010_119,68,Netherlands Antilles,2010,BONA_2010_1539,119
NETH_2010_120,68,Netherlands Antilles,2010,SABA_2010_1542,120
NETH_2010_121,68,Netherlands Antilles,2010,SINT_2010_1546,121
NETH_2010_122,68,Netherlands Antilles,2010,ARUB_1986_1549,122
NETH_2010_123,68,Netherlands Antilles,2010,SINT_2010_1558,123
MEXI_1816_124,70,Mexico,1816,VICE_1816_1550,124
MEXI_1821_125,70,Mexico,1821,,125
MEXI_1847_126,70,Mexico,1847,UNIT_1816_3,126
MEXI_1863_127,70,Mexico,1863,FRAN_1944_227,127
BELI_1816_128,80,Belize (British Honduras),1816,UNIT_1816_205,128
BELI_1862_129,80,Belize (British Honduras),1862,UNIT_1816_205,129
BELI_1981_130,80,Belize (British Honduras),1981,,130
UNIT_1816_131,89,United States of Central America,1816,VICE_1816_1550,131
UNIT_1816_132,89,United States of Central America,1816,SPAI_1816_238,132
UNIT_1822_133,89,United States of Central America,1822,MEXI_1863_127,133
UNIT_1823_134,89,United States of Central America,1823,,134
GUAT_1816_135,90,Guatemala,1816,VICE_1816_1550,135
GUAT_1821_136,90,Guatemala,1821,MEXI_1863_127,136
GUAT_1823_137,90,Guatemala,1823,UNIT_1823_134,137
GUAT_1839_138,90,Guatemala,1839,,138
HOND_1816_139,91,Honduras,1816,VICE_1816_1550,139
HOND_1821_140,91,Honduras,1821,MEXI_1863_127,140
HOND_1823_141,91,Honduras,1823,UNIT_1823_134,141
HOND_1838_142,91,Honduras,1838,,142
ELSA_1816_143,92,El Salvador,1816,VICE_1816_1550,143
ELSA_1821_144,92,El Salvador,1821,MEXI_1863_127,144
ELSA_1823_145,92,El Salvador,1823,UNIT_1823_134,145
ELSA_1841_146,92,El Salvador,1841,,146
NICA_1816_147,93,Nicaragua,1816,VICE_1816_1550,147
NICA_1821_148,93,Nicaragua,1821,MEXI_1863_127,148
NICA_1823_149,93,Nicaragua,1823,UNIT_1823_134,149
NICA_1912_150,93,Nicaragua,1912,UNIT_1816_3,150
NICA_1927_151,93,Nicaragua,1927,UNIT_1816_3,151
NICA_1838_152,93,Nicaragua,1838,,152
COST_1816_153,94,Costa Rica,1816,VICE_1816_1550,153
COST_1821_154,94,Costa Rica,1821,MEXI_1863_127,154
COST_1823_155,94,Costa Rica,1823,UNIT_1823_134,155
COST_1838_156,94,Costa Rica,1838,,156
PANA_1816_157,95,Panama,1816,SPAI_1816_238,157
PANA_1821_158,95,Panama,1821,COLO_1831_166,158
PANA_1989_159,95,Panama,1989,UNIT_1816_3,159
PANA_1903_160,95,Panama,1903,,160
PANA_1816_161,96,Panama Canal Zone,1816,COLO_1831_166,161
PANA_1903_162,96,Panama Canal Zone,1903,UNIT_1816_3,162
PANA_1979_163,96,Panama Canal Zone,1979,PANA_1903_160,163
COLO_1816_164,100,Colombia (New Granada) (Gran Colombia),1816,SPAI_1816_238,164
COLO_1819_165,100,Colombia (New Granada) (Gran Colombia),1819,,165
COLO_1831_166,100,Colombia (New Granada) (Gran Colombia),1831,,166
VENE_1816_167,101,Venezuela,1816,SPAI_1816_238,167
VENE_1819_168,101,Venezuela,1819,COLO_1831_166,168
VENE_1830_169,101,Venezuela,1830,,169
GUYA_1831_170,110,Guyana (British Guiana),1831,UNIT_1816_205,170
GUYA_1966_171,110,Guyana (British Guiana),1966,,171
SURI_1816_172,115,Surinam (Dutch Guiana),1816,NETH_1945_210,172
SURI_1828_173,115,Surinam (Dutch Guiana),1828,NETH_2010_123,173
SURI_1845_174,115,Surinam (Dutch Guiana),1845,NETH_1945_210,174
SURI_1954_175,115,Surinam (Dutch Guiana),1954,NETH_1945_210,175
SURI_1975_176,115,Surinam (Dutch Guiana),1975,,176
FREN_1816_177,120,French Guiana,1816,PORT_1816_242,177
FREN_1817_178,120,French Guiana,1817,FRAN_1944_227,178
FREN_1947_179,120,French Guiana,1947,FRAN_1944_227,179
ECUA_1816_180,130,Ecuador,1816,SPAI_1816_238,180
ECUA_1819_181,130,Ecuador,1819,COLO_1831_166,181
ECUA_1830_182,130,Ecuador,1830,,182
PERU_1816_183,135,Peru,1816,VICE_1821_1643,183
PERU_1821_184,135,Peru,1821,,184
PERU_1836_185,135,Peru,1836,BOLI_1836_188,185
PERU_1880_186,135,Peru,1880,CHIL_1818_199,186
PERU_1839_187,135,Peru,1839,,187
BOLI_1836_188,136,Bolivia-Peru Confederation,1836,,188
BRAZ_1816_189,140,Brazil,1816,PORT_1816_242,189
BRAZ_1822_190,140,Brazil,1822,,190
BOLI_1816_191,145,Bolivia,1816,RGOD_1835_1663,191
BOLI_1816_192,145,Bolivia,1816,SPAI_1816_238,192
BOLI_1825_193,145,Bolivia,1825,,193
BOLI_1836_194,145,Bolivia,1836,BOLI_1836_188,194
BOLI_1839_195,145,Bolivia,1839,,195
PARA_1816_196,150,Paraguay,1816,,196
PARA_1870_197,150,Paraguay,1870,BRAZ_1822_190,197
CHIL_1816_198,155,Chile,1816,VICE_1821_1643,198
CHIL_1818_199,155,Chile,1818,,199
ARGE_1816_200,160,Argentina (La Plata),1816,RGOD_1835_1663,200
ARGE_1816_201,160,Argentina (La Plata),1816,,201
URUG_1816_202,165,Uruguay,1816,RGOD_1835_1663,202
URUG_1821_203,165,Uruguay,1821,BRAZ_1822_190,203
URUG_1828_204,165,Uruguay,1828,,204
UNIT_1816_205,200,United Kingdom,1816,,205
IREL_1816_206,205,Ireland,1816,UNIT_1816_205,206
IREL_1922_207,205,Ireland,1922,,207
NETH_1816_208,210,Netherlands,1816,,208
NETH_1940_209,210,Netherlands,1940,GERM_1990_301,209
NETH_1945_210,210,Netherlands,1945,,210
BELG_1816_211,211,Belgium,1816,NETH_1945_210,211
BELG_1830_212,211,Belgium,1830,,212
BELG_1914_213,211,Belgium,1914,GERM_1990_301,213
BELG_1940_214,211,Belgium,1940,GERM_1990_301,214
BELG_1945_215,211,Belgium,1945,,215
LUXE_1816_216,212,Luxemburg,1816,,216
LUXE_1890_217,212,Luxemburg,1890,,217
LUXE_1914_218,212,Luxemburg,1914,GERM_1990_301,218
LUXE_1918_219,212,Luxemburg,1918,,219
LUXE_1940_220,212,Luxemburg,1940,GERM_1990_301,220
LUXE_1944_221,212,Luxemburg,1944,,221
FRAN_1816_222,220,France,1816,,222
FRAN_1816_223,220,France,1816,UNIT_1816_205,223
FRAN_1871_224,220,France,1871,GERM_1990_301,224
FRAN_1914_225,220,France,1914,GERM_1990_301,225
FRAN_1942_226,220,France,1942,GERM_1990_301,226
FRAN_1944_227,220,France,1944,,227
MONA_1816_228,221,Monaco,1816,KING_1861_435,228
MONA_1861_229,221,Monaco,1861,,229
MONA_1940_230,221,Monaco,1940,ITAL_1943_439,230
MONA_1943_231,221,Monaco,1943,GERM_1990_301,231
MONA_1944_232,221,Monaco,1944,,232
MONA_1993_233,221,Monaco,1993,,233
LIEC_1816_234,223,Liechtenstein,1816,,234
LIEC_1867_235,223,Liechtenstein,1867,,235
LIEC_1990_236,223,Liechtenstein,1990,,236
SWIT_1816_237,225,Switzerland,1816,,237
SPAI_1816_238,230,Spain,1816,,238
GIBR_1816_239,231,Gibraltar,1816,UNIT_1816_205,239
ANDO_1816_240,232,Andorra,1816,,240
ANDO_1993_241,232,Andorra,1993,,241
PORT_1816_242,235,Portugal,1816,,242
PRUS_1816_243,239,Prussia,1816,,243
PRUS_1871_244,239,Prussia,1871,GERM_1990_301,244
PRUS_1945_245,239,Prussia,1945,POLA_1945_398,245
PRUS_1947_246,239,Prussia,1947,GERM_1990_319,246
PRUS_1947_247,239,Prussia,1947,GERM_1990_336,247
HANO_1816_248,240,Hanover,1816,,248
HANO_1837_249,240,Hanover,1837,,249
HANO_1866_250,240,Hanover,1866,PRUS_1947_247,250
ANHA_1816_251,241,Anhalt Dessau,1816,,251
ANHA_1863_252,241,Anhalt Dessau,1863,SAXO_1990_283,252
ANHA_1816_253,242,Anhalt KГ¶then,1816,,253
ANHA_1853_254,242,Anhalt KГ¶then,1853,ANHA_1863_252,254
ANHA_1816_255,243,Anhalt Bernburg,1816,,255
ANHA_1863_256,243,Anhalt Bernburg,1863,SAXO_1990_283,256
BRUN_1816_257,244,Brunswick,1816,,257
BRUN_1871_258,244,Brunswick,1871,GERM_1990_301,258
BAVA_1816_259,245,Bavaria,1816,,259
BAVA_1871_260,245,Bavaria,1871,GERM_1990_301,260
BAVA_1945_261,245,Bavaria,1945,UNIT_1816_3,261
BAVA_1949_262,245,Bavaria,1949,GERM_1990_319,262
BAVA_1990_263,245,Bavaria,1990,GERM_1990_301,263
BREM_1816_264,246,Bremen,1816,,264
BREM_1867_265,246,Bremen,1867,GERM_1990_301,265
BREM_1947_266,246,Bremen,1947,UNIT_1816_3,266
BREM_1949_267,246,Bremen,1949,GERM_1990_319,267
BREM_1990_268,246,Bremen,1990,GERM_1990_301,268
FRAN_1816_269,247,Frankfurt,1816,,269
FRAN_1867_270,247,Frankfurt,1867,PRUS_1947_247,270
FRAN_1945_271,247,Frankfurt,1945,HESS_1990_1797,271
FRAN_1949_272,247,Frankfurt,1949,GERM_1990_319,272
HAMB_1816_273,248,Hamburg,1816,,273
HAMB_1867_274,248,Hamburg,1867,GERM_1990_301,274
HAMB_1945_275,248,Hamburg,1945,UNIT_1816_205,275
HAMB_1949_276,248,Hamburg,1949,GERM_1990_319,276
HAMB_1990_277,248,Hamburg,1990,GERM_1990_301,277
SAXO_1863_278,249,Saxony Anhalt (Anhalt),1863,,278
SAXO_1867_279,249,Saxony Anhalt (Anhalt),1867,GERM_1990_301,279
SAXO_1945_280,249,Saxony Anhalt (Anhalt),1945,RUSS_1941_560,280
SAXO_1947_281,249,Saxony Anhalt (Anhalt),1947,GERM_1990_336,281
SAXO_1952_282,249,Saxony Anhalt (Anhalt),1952,GERM_1990_336,282
SAXO_1990_283,249,Saxony Anhalt (Anhalt),1990,GERM_1990_301,283
HOHE_1816_284,250,Hohenzollern Hechingen,1816,,284
HOHE_1849_285,250,Hohenzollern Hechingen,1849,PRUS_1947_247,285
HOHE_1816_286,251,Hohenzollern Sigmaringen,1816,,286
HOHE_1849_287,251,Hohenzollern Sigmaringen,1849,PRUS_1947_247,287
LIPP_1816_288,252,Lippe,1816,,288
LIPP_1867_289,252,Lippe,1867,GERM_1990_301,289
LIPP_1947_290,252,Lippe,1947,NORT_1990_1803,290
MECK_1816_291,253,Mecklenburg Strelitz,1816,,291
MECK_1867_292,253,Mecklenburg Strelitz,1867,GERM_1990_301,292
MECK_1934_293,253,Mecklenburg Strelitz,1934,MECK_1945_386,293
NASS_1816_294,254,Nassau,1816,,294
NASS_1867_295,254,Nassau,1867,PRUS_1947_247,295
GERM_1816_296,255,Germany (Zollverein),1816,,296
GERM_1867_297,255,Germany (Zollverein),1867,,297
GERM_1871_298,255,Germany (Zollverein),1871,,298
GERM_1945_299,255,Germany (Zollverein),1945,GERM_1990_319,299
GERM_1945_300,255,Germany (Zollverein),1945,GERM_1990_336,300
GERM_1990_301,255,Germany (Zollverein),1990,,301
SAAR_1816_302,256,Saar,1816,BAVA_1990_263,302
SAAR_1871_303,256,Saar,1871,GERM_1990_301,303
SAAR_1920_304,256,Saar,1920,LEAG_1920_1,304
SAAR_1935_305,256,Saar,1935,GERM_1990_301,305
SAAR_1945_306,256,Saar,1945,FRAN_1944_227,306
SAAR_1947_307,256,Saar,1947,FRAN_1944_227,307
SAAR_1957_308,256,Saar,1957,GERM_1990_319,308
SAAR_1990_309,256,Saar,1990,GERM_1990_301,309
OLDE_1816_310,257,Oldenburg,1816,,310
OLDE_1867_311,257,Oldenburg,1867,GERM_1990_301,311
REUS_1816_312,258,"Reuss, Older Line",1816,,312
REUS_1867_313,258,"Reuss, Older Line",1867,GERM_1990_301,313
REUS_1816_314,259,"Reuss, Younger Line",1816,,314
REUS_1867_315,259,"Reuss, Younger Line",1867,GERM_1990_301,315
GERM_1945_316,260,German Federal Republic,1945,UNIT_1816_3,316
GERM_1949_317,260,German Federal Republic,1949,,317
GERM_1955_318,260,German Federal Republic,1955,,318
GERM_1990_319,260,German Federal Republic,1990,GERM_1990_301,319
SAXE_1816_320,261,Saxe Weimar Eisenach,1816,,320
SAXE_1867_321,261,Saxe Weimar Eisenach,1867,GERM_1990_301,321
SAXE_1920_322,261,Saxe Weimar Eisenach,1920,THUR_1990_1789,322
SAXE_1826_323,262,Saxe Altenburg,1826,SAXE_1826_328,323
SAXE_1867_324,262,Saxe Altenburg,1867,GERM_1990_301,324
SAXE_1920_325,262,Saxe Altenburg,1920,THUR_1990_1789,325
SAXE_1816_326,263,Saxe Gotha Altenburg,1816,,326
SAXE_1826_327,263,Saxe Gotha Altenburg,1826,SAXE_1920_332,327
SAXE_1826_328,263,Saxe Gotha Altenburg,1826,SAXE_1920_325,328
SAXE_1816_329,264,Saxe Coburg and Gotha,1816,,329
SAXE_1867_330,264,Saxe Coburg and Gotha,1867,GERM_1990_301,330
SAXE_1920_331,264,Saxe Coburg and Gotha,1920,THUR_1990_1789,331
SAXE_1920_332,264,Saxe Coburg and Gotha,1920,BAVA_1990_263,332
GERM_1945_333,265,German Democratic Republic,1945,RUSS_1941_560,333
GERM_1949_334,265,German Democratic Republic,1949,,334
GERM_1954_335,265,German Democratic Republic,1954,,335
GERM_1990_336,265,German Democratic Republic,1990,GERM_1990_301,336
SAXE_1816_337,266,Saxe Meiningen,1816,,337
SAXE_1867_338,266,Saxe Meiningen,1867,GERM_1990_301,338
SAXE_1920_339,266,Saxe Meiningen,1920,THUR_1990_1789,339
BADE_1816_340,267,Baden,1816,,340
BADE_1871_341,267,Baden,1871,GERM_1990_301,341
BADE_1945_342,267,Baden,1945,UNIT_1816_3,342
BADE_1945_343,267,Baden,1945,FRAN_1944_227,343
BADE_1952_344,267,Baden,1952,BADE_1990_1808,344
SCHW_1816_345,268,Schwarzburg Sondershausen,1816,,345
SCHW_1867_346,268,Schwarzburg Sondershausen,1867,GERM_1990_301,346
SCHW_1920_347,268,Schwarzburg Sondershausen,1920,THUR_1990_1789,347
SAXO_1816_348,269,Saxony,1816,,348
SAXO_1867_349,269,Saxony,1867,GERM_1990_301,349
SAXO_1945_350,269,Saxony,1945,RUSS_1941_560,350
SAXO_1949_351,269,Saxony,1949,GERM_1990_336,351
SAXO_1952_352,269,Saxony,1952,GERM_1990_336,352
SAXO_1990_353,269,Saxony,1990,GERM_1990_301,353
SCHW_1816_354,270,Schwarzburg Rudolstadt,1816,,354
SCHW_1867_355,270,Schwarzburg Rudolstadt,1867,GERM_1990_301,355
SCHW_1920_356,270,Schwarzburg Rudolstadt,1920,THUR_1990_1789,356
WUER_1816_357,271,Wuerttemberg,1816,,357
WUER_1871_358,271,Wuerttemberg,1871,GERM_1990_301,358
WUER_1945_359,271,Wuerttemberg,1945,UNIT_1816_3,359
WUER_1945_360,271,Wuerttemberg,1945,FRAN_1944_227,360
WUER_1952_361,271,Wuerttemberg,1952,BADE_1990_1808,361
WALD_1816_362,272,Waldeck and Pyrmont,1816,,362
WALD_1867_363,272,Waldeck and Pyrmont,1867,GERM_1990_301,363
WALD_1921_364,272,Waldeck and Pyrmont,1921,HANO_1866_250,364
WALD_1929_365,272,Waldeck and Pyrmont,1929,PRUS_1947_247,365
HESS_1816_366,273,Hesse Electoral,1816,,366
HESS_1866_367,273,Hesse Electoral,1866,PRUS_1947_247,367
SCHA_1816_368,274,Schaumburg Lippe,1816,,368
SCHA_1867_369,274,Schaumburg Lippe,1867,GERM_1990_301,369
SCHA_1946_370,274,Schaumburg Lippe,1946,LOWE_1990_1800,370
PEOP_1816_371,275,PeopleвЂ™s State of Hesse (Hesse Grand Ducal),1816,,371
PEOP_1867_372,275,PeopleвЂ™s State of Hesse (Hesse Grand Ducal),1867,PRUS_1947_247,372
PEOP_1945_373,275,PeopleвЂ™s State of Hesse (Hesse Grand Ducal),1945,HESS_1990_1797,373
PEOP_1946_374,275,PeopleвЂ™s State of Hesse (Hesse Grand Ducal),1946,RHIN_1990_1806,374
LGBE_1816_375,276,LГјbeck,1816,,375
LGBE_1867_376,276,LГјbeck,1867,GERM_1990_301,376
LGBE_1937_377,276,LГјbeck,1937,SCHL_1990_1777,377
HESS_1817_378,277,Hesse Homburg,1817,,378
HESS_1866_379,277,Hesse Homburg,1866,PEOP_1946_374,379
HESS_1866_380,277,Hesse Homburg,1866,PRUS_1947_247,380
MECK_1816_381,280,Mecklenburg Schwerin,1816,,381
MECK_1843_382,280,Mecklenburg Schwerin,1843,,382
MECK_1867_383,280,Mecklenburg Schwerin,1867,GERM_1990_301,383
MECK_1934_384,280,Mecklenburg Schwerin,1934,MECK_1945_386,384
MECK_1934_385,281,Mecklenburg,1934,GERM_1990_301,385
MECK_1945_386,281,Mecklenburg,1945,MECK_1990_390,386
MECK_1945_387,282,Mecklenburg Vorpommern,1945,RUSS_1941_560,387
MECK_1947_388,282,Mecklenburg Vorpommern,1947,GERM_1990_336,388
MECK_1952_389,282,Mecklenburg Vorpommern,1952,GERM_1990_336,389
MECK_1990_390,282,Mecklenburg Vorpommern,1990,GERM_1990_301,390
POLA_1816_391,290,Poland,1816,CONG_1918_1816,391
POLA_1816_392,290,Poland,1816,PROV_1945_1822,392
POLA_1816_393,290,Poland,1816,CRAC_1918_1827,393
POLA_1918_394,290,Poland,1918,,394
POLA_1939_395,290,Poland,1939,GERM_1990_301,395
POLA_1939_396,290,Poland,1939,RUSS_1941_560,396
POLA_1944_397,290,Poland,1944,RUSS_1941_560,397
POLA_1945_398,290,Poland,1945,,398
DANZ_1816_399,291,Danzig (Free City of Danzig),1816,PRUS_1947_247,399
DANZ_1920_400,291,Danzig (Free City of Danzig),1920,LEAG_1920_1,400
DANZ_1939_401,291,Danzig (Free City of Danzig),1939,GERM_1990_301,401
DANZ_1945_402,291,Danzig (Free City of Danzig),1945,POLA_1945_398,402
AUST_1816_403,300,Austria-Hungary (Austrian Empire),1816,,403
AUST_1867_404,300,Austria-Hungary (Austrian Empire),1867,,404
AUST_1918_405,300,Austria-Hungary (Austrian Empire),1918,POLA_1945_398,405
AUST_1918_406,300,Austria-Hungary (Austrian Empire),1918,AUST_1955_415,406
AUST_1918_407,300,Austria-Hungary (Austrian Empire),1918,HUNG_1956_420,407
AUST_1918_408,300,Austria-Hungary (Austrian Empire),1918,CZEC_1993_427,408
AUST_1918_409,300,Austria-Hungary (Austrian Empire),1918,YUGO_1992_508,409
AUST_1816_410,305,Austria,1816,AUST_1918_409,410
AUST_1918_411,305,Austria,1918,,411
AUST_1919_412,305,Austria,1919,,412
AUST_1938_413,305,Austria,1938,GERM_1990_301,413
AUST_1945_414,305,Austria,1945,RUSS_1941_560,414
AUST_1955_415,305,Austria,1955,,415
HUNG_1816_416,310,Hungary,1816,AUST_1918_409,416
HUNG_1918_417,310,Hungary,1918,,417
HUNG_1944_418,310,Hungary,1944,GERM_1990_301,418
HUNG_1945_419,310,Hungary,1945,RUSS_1941_560,419
HUNG_1956_420,310,Hungary,1956,RUSS_1941_560,420
CZEC_1918_421,315,Czechoslovakia,1918,,421
CZEC_1939_422,315,Czechoslovakia,1939,GERM_1990_301,422
CZEC_1945_423,315,Czechoslovakia,1945,RUSS_1941_560,423
CZEC_1945_424,315,Czechoslovakia,1945,,424
CZEC_1968_425,315,Czechoslovakia,1968,RUSS_1941_560,425
CZEC_1993_426,315,Czechoslovakia,1993,CZEC_1993_430,426
CZEC_1993_427,315,Czechoslovakia,1993,SLOV_1993_433,427
CZEC_1816_428,316,Czech Republic,1816,AUST_1918_409,428
CZEC_1918_429,316,Czech Republic,1918,CZEC_1993_427,429
CZEC_1993_430,316,Czech Republic,1993,,430
SLOV_1816_431,317,Slovakia,1816,AUST_1918_409,431
SLOV_1918_432,317,Slovakia,1918,CZEC_1993_427,432
SLOV_1993_433,317,Slovakia,1993,,433
KING_1816_434,324,Kingdom of Sardinia,1816,,434
