country;paged_country_id;vdem_country_id;cow_country_id;cab_id;cabname;electdate;date_in;date_out;cab_duration_days;form_duration;form_duration_alt;cab_num_parties;cab_coalition;cab_majority;cab_surplus;govtype;seats;pm_party;cab_seattotal;cab_seatshare;cab_party_1;cab_party_2;cab_party_3;cab_party_4;cab_party_5;cab_party_6;cab_party_7;cab_party_8;cab_party_9;cab_party_parlgov_id_1;cab_party_parlgov_id_2;cab_party_parlgov_id_3;cab_party_parlgov_id_4;cab_party_parlgov_id_5;cab_party_parlgov_id_6;cab_party_parlgov_id_7;cab_party_parlgov_id_8;cab_party_parlgov_id_9;cab_party_seats_1;cab_party_seats_2;cab_party_seats_3;cab_party_seats_4;cab_party_seats_5;cab_party_seats_6;cab_party_seats_7;cab_party_seats_8;cab_party_seats_9
Latvia;23;84;367;23H10;Skujenieks I;1925-10-03;1926-12-19;1928-01-23;401;1;0;5;1;0;0;1;100;SDML;40;0,4;LSDSP;MP;LPP;DC;LJS;;;;;;;;;;;;;;32;0;0;5;3;;;;
Latvia;23;84;367;23H11;Juraševskis I;1925-10-03;1928-01-24;1928-11-30;312;1;0;4;1;0;0;1;100;DC;23;0,23;DC;LZS;LZP;VRP/ DbRP;;;;;;;;;;;;;;;5;16;2;0;;;;;
Latvia;23;84;367;23H12;Celmiņš II;1928-10-06;1928-12-01;1931-03-26;846;1;0;7;1;0;0;1;100;LZS;22;0,22;LZS;DC;LJSP;LDZA;LA;KNP;VRP/DbRP;;;;;;;;;;;;16;3;0;3;0;0;0;;
Latvia;23;84;367;23H13;Ulmanis III;1928-10-06;1931-03-27;1931-12-05;254;1;0;7;1;0;0;1;100;LZS;22;0,22;LZS;LJSP;LDZA;NA;MKRA;LKZP;LPP;;;;;;;;;;;;16;0;3;2;1;0;0;;
Latvia;23;84;367;23H14;Skujenieks II;1931-10-03;1931-12-06;1933-03-23;474;1;0;5;1;0;0;1;100;PA;28;0,28;PA;DC;LZS;LZPA;LJSP;;;;;;;;;;;;;;3;6;14;5;0;;;;
Lithuania;24;173;368;24H1;Grinius I;1920-04-14;1920-06-19;1922-01-18;578;4;4;4;1;1;1;3;112;LVS;62;0,553571429;LVS;LKPD;LSDP;ZDS;;;;;;;;;;;;;;;19;24;13;6;;;;;
Lithuania;24;173;368;24H2;Galvanauskas I;1920-04-14;1922-02-02;1923-02-22;385;15;15;3;1;0;0;1;112;LVS;43;0,383928571;LVS;LKPD;TPP;;;;;;;;;;;;;;;;19;24;0;;;;;;
Lithuania;24;173;368;24H3;Galvanauskas II;1922-10-10;1923-02-22;1923-06-28;126;0;0;3;1;0;0;1;78;LVS;29;0,371794872;LVS;LKPD;TPP;;;;;;;;;;;;;;;;14;15;0;;;;;;
Lithuania;24;173;368;24H4;Galvanauskas III;1923-05-12;1923-06-29;1924-06-17;354;0;0;3;1;0;0;1;78;LVS;29;0,371794872;LVS;LKPD;TPP;;;;;;;;;;;;;;;;14;15;0;;;;;;
Lithuania;24;173;368;24H5;Tuménas I;1923-05-12;1924-06-18;1925-01-27;223;0;0;3;1;0;0;1;78;LKPD;30;0,384615385;LKDP;LVLS;TPP;;;;;;;;;;;;;;;;14;16;0;;;;;;
Poland;26;17;290;26H1;Skulski I;1919-01-26;1919-12-13;1920-06-09;179;4;4;6;1;1;1;4;394;NZL;245;0,621827411;NZL;ZLN;PSL (P);PSL (W);SPK;NPR;;;;;;;;;;;;;0;140;46;59;0;0;;;
Poland;26;17;290;26H2;Grabski I;1919-01-26;1920-06-23;1920-07-24;31;14;14;3;1;1;1;4;394;ZLN;245;0,621827411;ZLN;PSL (P);PSL (W);;;;;;;;;;;;;;;;140;46;59;;;;;;
Poland;26;17;290;26H3;Witos I;1919-01-26;1920-07-24;1921-09-13;416;0;0;9;1;1;1;4;394;PSL (P);280;0,710659898;PSL (P);PPS;ZLN;PSL (W);SPN;NPR;ChD;ZM;NZL;;;;;;;;;;46;35;140;59;0;0;0;0;0
Poland;26;17;290;26H4;Ponikowski I;1919-01-26;1921-09-19;1922-03-05;167;6;6;3;1;0;0;1;394;ChD;0;0;ChD;SPN;NZL;;;;;;;;;;;;;;;;0;0;0;;;;;;
Poland;26;17;290;26H5;Ponikowski II;1919-01-26;1922-03-10;1922-06-06;88;5;5;2;1;0;0;1;394;ChD;0;0;ChD;SPN;;;;;;;;;;;;;;;;;0;0;;;;;;;
Poland;26;17;290;26H6;Śliwiński I;1919-01-26;1922-06-28;1922-07-07;9;22;22;2;1;0;0;1;394;Independent;46;0,116751269;PSL (P);ChD;;;;;;;;;;;;;;;;;46;0;;;;;;;
Poland;26;17;290;26H7;Nowak I;1919-01-26;1922-07-31;1922-12-14;136;24;24;1;0;0;0;1;394;SPN;0;0;SPN;;;;;;;;;;;;;;;;;;0;;;;;;;;
Poland;26;17;290;26H8;Sikorski I;1922-11-05;1922-12-16;1923-05-26;149;2;2;1;0;0;0;1;444;SPN;0;0;SPN;;;;;;;;;;;;;;;;;;0;;;;;;;;
Poland;26;17;290;26H9;Witos II;1922-11-05;1923-05-28;1923-12-14;200;2;2;5;1;0;0;1;444;PSL (P);88;0,193693694;PSL (P);ZLN;PSChD;ChNSR;NPR;;;;;;;;;;;;;;70;0;0;0;18;;;;
Poland;26;17;290;26H10;Grabski II;1922-11-05;1923-12-19;1925-11-14;696;5;5;5;1;0;0;1;444;ZLN;119;0,268018018;PSL (P);ChNSP;ZLN;PSL (W);SPN;;;;;;;;;;;;;;70;0;0;49;0;;;;
Portugal;14;21;235;14H1;Relvas I;1918-04-28;1919-01-27;1919-03-30;62;0;0;3;1;0;0;1;155;Independent;0;0;Dem;Evol;Un;;;;;;;;;;;;;;;;0;0;0;;;;;;
Portugal;14;21;235;14H2;Pereira I;1918-04-28;1919-03-30;1919-06-30;92;0;0;3;1;0;0;1;155;Independent;0;0;Dem;Evol;Un;;;;;;;;;;;;;;;;0;0;0;;;;;;
Portugal;14;21;235;14H3;de Sá Cardoso I;1919-05-11;1919-06-30;1920-01-15;199;0;0;3;1;1;1;4;163;Dem;141;0,865030675;Dem;Evol;Un;;;;;;;;;;;;;;;;86;38;17;;;;;;
Portugal;14;21;235;14H4;Fernandes Costa I;1919-05-11;1920-01-15;1920-01-15;0;0;0;1;0;0;0;1;163;Lib;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;14;21;235;14H5;de Sá Cardoso II;1919-05-11;1920-01-15;1920-01-21;6;0;0;3;1;1;1;4;163;Dem;141;0,865030675;Dem;Evol;Un;;;;;;;;;;;;;;;;86;38;17;;;;;;
Portugal;14;21;235;14H6;Pereira II;1919-05-11;1920-01-21;1920-03-08;47;0;0;3;1;1;1;4;163;Independent;141;0,865030675;Dem;Evol;Un;;;;;;;;;;;;;;;;86;38;17;;;;;;
Portugal;14;21;235;14H7;Baptista I;1919-05-11;1920-03-08;1920-06-06;90;0;0;3;1;1;1;4;163;Dem;141;0,865030675;Dem;Evol;Un;;;;;;;;;;;;;;;;86;38;17;;;;;;
Portugal;14;21;235;14H8;Preto I;1919-05-11;1920-06-06;1920-06-26;20;0;0;3;1;1;1;4;163;Dem;141;0,865030675;Dem;Evol;Un;;;;;;;;;;;;;;;;86;38;17;;;;;;
Portugal;14;21;235;14H9;da Silva I;1919-05-11;1920-06-26;1920-07-19;23;0;0;3;1;1;1;4;163;Dem;94;0,576687117;Dem;Soc;PPD;;;;;;;;;;;;;;;;86;8;0;;;;;;
Portugal;14;21;235;14H10;Granjo I;1919-05-11;1920-07-19;1920-11-20;124;0;0;3;1;1;1;4;163;Lib;86;0,527607362;Lib;Dem;Rec;;;;;;;;;;;;;;;;0;86;0;;;;;;
Portugal;14;21;235;14H11;de Castro I;1919-05-11;1920-11-20;1920-11-30;10;0;0;3;1;1;1;4;163;Rec;94;0,576687117;Rec;Dem;Soc;;;;;;;;;;;;;;;;0;86;8;;;;;;
Portugal;14;21;235;14H12;Pinto I;1919-05-11;1920-11-30;1921-03-02;92;0;0;3;1;1;1;4;163;Dem;86;0,527607362;Dem;Rec;PPD;;;;;;;;;;;;;;;;86;0;0;;;;;;
Portugal;14;21;235;14H13;Machado I;1919-05-11;1921-03-02;1921-05-23;82;0;0;3;1;1;1;4;163;Dem;86;0,527607362;Dem;Rec;PPD;;;;;;;;;;;;;;;;86;0;0;;;;;;
Portugal;14;21;235;14H14;de Barros Queirós I;1919-05-11;1921-05-23;1921-08-30;99;0;0;4;1;1;1;4;163;Lib;141;0,865030675;Lib;Dem;Evol;Un;;;;;;;;;;;;;;;0;86;38;17;;;;;
Portugal;14;21;235;14H15;Granjo II;1921-07-10;1921-08-30;1921-10-19;50;0;0;2;1;1;0;3;163;Lib;133;0,81595092;Lib;Dem;;;;;;;;;;;;;;;;;79;54;;;;;;;
Portugal;14;21;235;14H16;Coelho I;1921-07-10;1921-10-19;1921-11-05;17;0;0;1;0;0;0;1;163;Independent;54;0,331288344;Dem;;;;;;;;;;;;;;;;;;54;;;;;;;;
Portugal;14;21;235;14H17;Maia Pinto I;1921-07-10;1921-11-05;1921-12-16;41;0;0;1;0;0;0;1;163;Independent;54;0,331288344;Dem;;;;;;;;;;;;;;;;;;54;;;;;;;;
Portugal;14;21;235;14H18;da Cunha Leal;1921-07-10;1921-12-16;1922-02-07;53;0;0;1;1;1;1;3;163;Independent;133;0,81595092;Dem;Lib;;;;;;;;;;;;;;;;;54;79;;;;;;;
Portugal;14;21;235;14H19;da Silva II;1922-01-29;1922-02-07;1923-11-15;646;0;0;2;0;0;0;1;163;Dem;74;0,45398773;Dem;;;;;;;;;;;;;;;;;;74;;;;;;;;
Portugal;14;21;235;14H20;Ginestal Machado I;1922-01-29;1923-11-15;1923-12-18;33;0;0;1;1;0;0;1;163;PNRep;74;0,45398773;PNRep;Dem;;;;;;;;;;;;;;;;;0;74;;;;;;;
Portugal;14;21;235;14H21;de Castro II;1922-01-29;1923-12-18;1924-07-07;202;0;0;2;0;0;0;1;163;Independent;0;0;PNRep;;;;;;;;;;;;;;;;;;0;;;;;;;;
Portugal;14;21;235;14H22;Gaspar I;1922-01-29;1924-07-07;1924-11-22;138;0;0;1;1;0;0;1;163;Dem;74;0,45398773;Dem;PNRep;;;;;;;;;;;;;;;;;74;0;;;;;;;
Portugal;14;21;235;14H23;dos Santos I;1922-01-29;1924-11-22;1925-02-15;85;0;0;2;1;0;0;1;163;ED;74;0,45398773;ED;Dem;;;;;;;;;;;;;;;;;0;74;;;;;;;
Portugal;14;21;235;14H24;Guimarães I;1922-01-29;1925-02-15;1925-07-01;136;0;0;2;0;0;0;1;163;Dem;74;0,45398773;Dem;;;;;;;;;;;;;;;;;;74;;;;;;;;
Portugal;14;21;235;14H25;da Silva III;1922-01-29;1925-07-01;1925-08-01;31;0;0;1;0;0;0;1;163;Dem;74;0,45398773;Dem;;;;;;;;;;;;;;;;;;74;;;;;;;;
Portugal;14;21;235;14H26;Pereira III;1922-01-29;1925-08-01;1925-12-18;139;0;0;1;0;0;0;1;163;Dem;74;0,45398773;Dem;;;;;;;;;;;;;;;;;;74;;;;;;;;
Portugal;14;21;235;14H27;da Silva IV;1925-11-08;1925-12-18;1926-05-30;163;0;0;1;0;1;1;1;163;Dem;83;0,509202454;Dem;;;;;;;;;;;;;;;;;;83;;;;;;;;
Spain;15;96;230;15H127;Alcalá-Zamora I;1931-06-28;1931-04-14;1931-10-14;183;0;0;7;1;1;1;4;470;DLR/ PRP;336;0,714893617;DLR/ PRP;PSOE;PR;PRS;AR;ORGA;PRC;;;;;;;;;;;;22;115;94;59;28;16;2;;
Spain;15;96;230;15H2;Azaña I;1931-06-28;1931-10-14;1931-12-11;58;0;0;6;1;1;1;4;470;AR;314;0,668085106;AR;PSOE;PR;PRS;ORGA;PCR;;;;;;;;;;;;;28;115;94;59;16;2;;;
Spain;15;96;230;15H3;Azaña II;1931-06-28;1931-12-16;1933-06-12;544;5;5;5;1;1;1;3;470;AR;249;0,529787234;AR;PSOE;PRS;ERC;ORGA;;;;;;;;;;;;;;28;115;59;31;16;;;;
Spain;15;96;230;15H4;Azaña III;1931-06-28;1933-06-12;1933-09-12;92;0;0;6;1;1;1;4;470;AR;251;0,534042553;AR;PSOE;PRS;ERC;RG;PF;;;;;;;;;;;;;28;115;59;31;1;17;;;
Spain;15;96;230;15H5;Lerroux I;1931-06-28;1933-09-12;1933-10-03;26;0;0;6;1;0;0;1;470;PR;228;0,485106383;PR;PRS;ERC;AR ;ORGA;IR;;;;;;;;;;;;;94;59;31;28;16;0;;;
Spain;15;96;230;15H6;Martínez Barrio I;1931-06-28;1933-10-03;1933-12-16;69;0;0;7;1;1;1;4;470;PR;250;0,531914894;PR;PRS;ERC;AR ;ORGA;PRP;IR;;;;;;;;;;;;94;59;31;28;16;22;0;;
Spain;15;96;230;15H7;Lerroux II;1933-11-19;1933-12-16;1934-03-03;77;0;0;5;1;0;0;1;472;PR;158;0,334745763;PR;PA;PRP;PRLD;FRG;;;;;;;;;;;;;;104;36;18;0;0;;;;
Spain;15;96;230;15H8;Lerroux III;1933-11-19;1934-03-03;1934-04-28;56;0;0;5;1;0;0;1;472;PR;158;0,334745763;PR;PA;PRP;PRLD;FRG;;;;;;;;;;;;;;104;36;18;;0;;;;
Spain;15;96;230;15H9;Samper I;1933-11-19;1934-04-28;1934-10-04;159;0;0;5;1;0;0;1;472;PR;158;0,334745763;PR;PA;PRP;PRLD;FRG;;;;;;;;;;;;;;104;36;18;;0;;;;
Spain;15;96;230;15H10;Lerroux IV;1933-11-19;1934-10-04;1935-04-03;181;0;0;4;1;1;1;3;472;PR;255;0,540254237;PR;CEDA;PA;PRLD;;;;;;;;;;;;;;;104;115;36;;;;;;
Spain;15;96;230;15H11;Lerroux V;1933-11-19;1935-04-03;1935-06-06;64;0;0;2;1;0;0;1;472;PR;122;0,258474576;PR;PRP;;;;;;;;;;;;;;;;;104;18;;;;;;;
Spain;15;96;230;15H12;Lerroux VI;1933-11-19;1935-06-06;1935-09-25;111;0;0;4;1;1;1;3;472;PR;255;0,540254237;PR;CEDA;PA;PRLD;;;;;;;;;;;;;;;104;115;36;;;;;;
Spain;15;96;230;15H13;Chapaprieta I;1933-11-19;1935-09-25;1935-10-29;34;0;0;4;1;1;1;3;472;Independent;279;0,591101695;CEDA;PR;PA;LR;;;;;;;;;;;;;;;115;104;36;24;;;;;
Spain;15;96;230;15H14;Chapaprieta II;1933-11-19;1935-10-29;1935-12-14;46;0;0;4;1;1;1;3;472;Independent;279;0,591101695;CEDA;PR;PA;LR;;;;;;;;;;;;;;;115;104;36;24;;;;;
Spain;15;96;230;15H15;Portela I;1933-11-19;1935-12-14;1935-12-30;16;0;0;5;1;0;0;1;472;Independent;182;0,38559322;PR;PA;LR;PRP;PRLD;;;;;;;;;;;;;;104;36;24;18;0;;;;
Spain;15;96;230;15H16;Portela II;1933-11-19;1935-12-30;1936-02-19;51;0;0;2;1;0;0;1;472;PCD;18;0,038135593;PCD;PRP;;;;;;;;;;;;;;;;;0;18;;;;;;;
